,Visitor,Visitor_PTS,Home,Home_PTS,VisitorWin,Visitor_W_PCT,Visitor_E_OFF_RATING,Visitor_E_DEF_RATING,Visitor_E_NET_RATING,Visitor_E_PACE,Visitor_E_AST_RATIO,Visitor_E_OREB_PCT,Visitor_E_DREB_PCT,Visitor_E_REB_PCT,Visitor_E_TM_TOV_PCT,Home_E_OFF_RATING,Home_E_DEF_RATING,Home_E_NET_RATING,Home_E_PACE,Home_E_AST_RATIO,Home_E_OREB_PCT,Home_E_DREB_PCT,Home_E_REB_PCT,Home_E_TM_TOV_PCT,Visitor_TS%,Visitor_3P%,Home_TS%,Home_3P%
818,Minnesota Timberwolves,80,Denver Nuggets,109,1.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,117.10%,37.10%,119.00%,37.90%
819,Minnesota Timberwolves,113,Denver Nuggets,122,0.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,117.10%,37.10%,119.00%,37.90%
820,Minnesota Timberwolves,109,Denver Nuggets,112,0.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,117.10%,37.10%,119.00%,37.90%
821,New Orleans Pelicans,107,Denver Nuggets,88,0.0,0.512,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,115.40%,35.90%,119.00%,37.90%
822,Golden State Warriors,117,Denver Nuggets,134,0.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,117.90%,37.30%,119.00%,37.90%
823,Golden State Warriors,110,Denver Nuggets,112,0.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,117.90%,37.30%,119.00%,37.90%
824,New York Knicks,106,Denver Nuggets,103,1.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,113.50%,35.10%,119.00%,37.90%
825,Washington Wizards,128,Denver Nuggets,141,0.0,0.427,111.5,113.3,-1.8,100.8,18.5,0.226,0.761,0.504,0.139,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,116.00%,36.50%,119.00%,37.90%
826,Miami Heat,119,Denver Nuggets,124,0.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,113.40%,34.80%,119.00%,37.90%
827,Miami Heat,93,Denver Nuggets,104,1.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,113.40%,34.80%,119.00%,37.90%
828,Miami Heat,111,Denver Nuggets,108,1.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,113.40%,34.80%,119.00%,37.90%
829,Miami Heat,89,Denver Nuggets,94,0.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,113.40%,34.80%,119.00%,37.90%
830,Oklahoma City Thunder,117,Denver Nuggets,122,0.0,0.488,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,113.00%,34.70%,119.00%,37.90%
831,Chicago Bulls,117,Denver Nuggets,96,0.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,116.30%,36.50%,119.00%,37.90%
832,Charlotte Hornets,115,Denver Nuggets,119,0.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,109.20%,32.70%,119.00%,37.90%
833,Los Angeles Lakers,99,Denver Nuggets,110,1.0,0.524,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,114.90%,35.50%,119.00%,37.90%
834,Los Angeles Lakers,126,Denver Nuggets,132,0.0,0.524,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,114.90%,35.50%,119.00%,37.90%
835,Los Angeles Lakers,103,Denver Nuggets,108,0.0,0.524,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,114.90%,35.50%,119.00%,37.90%
836,Utah Jazz,101,Denver Nuggets,117,0.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,115.80%,36.40%,119.00%,37.90%
837,Utah Jazz,110,Denver Nuggets,115,0.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,115.80%,36.40%,119.00%,37.90%
838,Los Angeles Clippers,124,Denver Nuggets,134,0.0,0.537,112.4,112.0,0.3,100.2,17.5,0.229,0.766,0.501,0.141,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,116.40%,36.50%,119.00%,37.90%
839,Dallas Mavericks,116,Denver Nuggets,115,1.0,0.463,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,118.80%,37.60%,119.00%,37.90%
840,Dallas Mavericks,109,Denver Nuggets,118,0.0,0.463,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,118.80%,37.60%,119.00%,37.90%
841,San Antonio Spurs,101,Denver Nuggets,126,0.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,110.10%,34.40%,119.00%,37.90%
842,Brooklyn Nets,122,Denver Nuggets,120,1.0,0.549,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,118.10%,37.40%,119.00%,37.90%
843,Toronto Raptors,113,Denver Nuggets,118,0.0,0.5,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,110.00%,33.50%,119.00%,37.90%
844,Portland Trail Blazers,107,Denver Nuggets,120,0.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,116.80%,36.90%,119.00%,37.90%
845,Phoenix Suns,125,Denver Nuggets,128,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,113.60%,35.20%,119.00%,37.90%
846,Phoenix Suns,107,Denver Nuggets,125,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,113.60%,35.20%,119.00%,37.90%
847,Phoenix Suns,87,Denver Nuggets,97,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,113.60%,35.20%,119.00%,37.90%
848,Phoenix Suns,102,Denver Nuggets,118,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,113.60%,35.20%,119.00%,37.90%
849,Milwaukee Bucks,106,Denver Nuggets,129,0.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,115.80%,36.30%,119.00%,37.90%
850,Memphis Grizzlies,105,Utah Jazz,121,0.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,112.20%,34.60%,115.80%,36.40%
851,Memphis Grizzlies,123,Utah Jazz,124,0.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,112.20%,34.60%,115.80%,36.40%
852,Atlanta Hawks,115,Utah Jazz,108,1.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,114.50%,35.30%,115.80%,36.40%
853,Detroit Pistons,125,Utah Jazz,116,1.0,0.207,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,,,115.80%,36.40%
854,Houston Rockets,101,Utah Jazz,109,0.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,109.80%,33.00%,115.80%,36.40%
855,Sacramento Kings,120,Utah Jazz,128,0.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,119.30%,38.40%,115.80%,36.40%
856,Indiana Pacers,119,Utah Jazz,139,0.0,0.427,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,115.30%,35.60%,115.80%,36.40%
857,Minnesota Timberwolves,118,Utah Jazz,108,1.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,117.10%,37.10%,115.80%,36.40%
858,Minnesota Timberwolves,143,Utah Jazz,118,1.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,117.10%,37.10%,115.80%,36.40%
859,Denver Nuggets,102,Utah Jazz,123,0.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,119.00%,37.90%,115.80%,36.40%
860,Denver Nuggets,114,Utah Jazz,118,0.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,119.00%,37.90%,115.80%,36.40%
861,New Orleans Pelicans,100,Utah Jazz,121,0.0,0.512,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,115.40%,35.90%,115.80%,36.40%
862,New Orleans Pelicans,129,Utah Jazz,132,0.0,0.512,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,115.40%,35.90%,115.80%,36.40%
863,Golden State Warriors,123,Utah Jazz,124,0.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,117.90%,37.30%,115.80%,36.40%
864,New York Knicks,118,Utah Jazz,111,1.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,113.50%,35.10%,115.80%,36.40%
865,Washington Wizards,112,Utah Jazz,120,0.0,0.427,111.5,113.3,-1.8,100.8,18.5,0.226,0.761,0.504,0.139,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,116.00%,36.50%,115.80%,36.40%
866,Miami Heat,126,Utah Jazz,123,1.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,113.40%,34.80%,115.80%,36.40%
867,Oklahoma City Thunder,119,Utah Jazz,120,0.0,0.488,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,113.00%,34.70%,115.80%,36.40%
868,Oklahoma City Thunder,114,Utah Jazz,98,0.0,0.488,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,113.00%,34.70%,115.80%,36.40%
869,Chicago Bulls,114,Utah Jazz,107,1.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,116.30%,36.50%,115.80%,36.40%
870,Los Angeles Lakers,116,Utah Jazz,139,0.0,0.524,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,114.90%,35.50%,115.80%,36.40%
871,Los Angeles Lakers,135,Utah Jazz,133,1.0,0.524,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,114.90%,35.50%,115.80%,36.40%
872,Los Angeles Clippers,112,Utah Jazz,125,0.0,0.537,112.4,112.0,0.3,100.2,17.5,0.229,0.766,0.501,0.141,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,116.40%,36.50%,115.80%,36.40%
873,Dallas Mavericks,124,Utah Jazz,111,1.0,0.463,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,118.80%,37.60%,115.80%,36.40%
874,San Antonio Spurs,102,Utah Jazz,118,0.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,110.10%,34.40%,115.80%,36.40%
875,San Antonio Spurs,102,Utah Jazz,94,0.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,110.10%,34.40%,115.80%,36.40%
876,Toronto Raptors,128,Utah Jazz,131,0.0,0.5,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,110.00%,33.50%,115.80%,36.40%
877,Boston Celtics,117,Utah Jazz,118,0.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,118.90%,37.80%,115.80%,36.40%
878,Portland Trail Blazers,116,Utah Jazz,111,1.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,116.80%,36.90%,115.80%,36.40%
879,Portland Trail Blazers,127,Utah Jazz,115,1.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,116.80%,36.90%,115.80%,36.40%
880,Phoenix Suns,133,Utah Jazz,134,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,113.60%,35.20%,115.80%,36.40%
881,Phoenix Suns,117,Utah Jazz,103,1.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,113.60%,35.20%,115.80%,36.40%
882,Milwaukee Bucks,144,Utah Jazz,116,1.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,115.80%,36.30%,115.80%,36.40%
883,Memphis Grizzlies,125,Sacramento Kings,110,1.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,112.20%,34.60%,119.30%,38.40%
884,Detroit Pistons,129,Sacramento Kings,137,0.0,0.207,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,,,119.30%,38.40%
885,Indiana Pacers,114,Sacramento Kings,137,0.0,0.427,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,115.30%,35.60%,119.30%,38.40%
886,Minnesota Timberwolves,138,Sacramento Kings,134,1.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,117.10%,37.10%,119.30%,38.40%
887,Minnesota Timberwolves,119,Sacramento Kings,115,1.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,117.10%,37.10%,119.30%,38.40%
888,Denver Nuggets,113,Sacramento Kings,106,1.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,119.00%,37.90%,119.30%,38.40%
889,Denver Nuggets,126,Sacramento Kings,127,0.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,119.00%,37.90%,119.30%,38.40%
890,New Orleans Pelicans,108,Sacramento Kings,123,0.0,0.512,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,115.40%,35.90%,119.30%,38.40%
891,Golden State Warriors,115,Sacramento Kings,122,0.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,117.90%,37.30%,119.30%,38.40%
892,Golden State Warriors,119,Sacramento Kings,97,0.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,117.90%,37.30%,119.30%,38.40%
893,Golden State Warriors,123,Sacramento Kings,126,0.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,117.90%,37.30%,119.30%,38.40%
894,Golden State Warriors,106,Sacramento Kings,114,0.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,117.90%,37.30%,119.30%,38.40%
895,Golden State Warriors,123,Sacramento Kings,116,1.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,117.90%,37.30%,119.30%,38.40%
896,Golden State Warriors,120,Sacramento Kings,100,1.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,117.90%,37.30%,119.30%,38.40%
897,New York Knicks,117,Sacramento Kings,122,0.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,113.50%,35.10%,119.30%,38.40%
898,Washington Wizards,125,Sacramento Kings,111,1.0,0.427,111.5,113.3,-1.8,100.8,18.5,0.226,0.761,0.504,0.139,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,116.00%,36.50%,119.30%,38.40%
899,Miami Heat,113,Sacramento Kings,119,0.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,113.40%,34.80%,119.30%,38.40%
900,Chicago Bulls,101,Sacramento Kings,110,0.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,116.30%,36.50%,119.30%,38.40%
901,Charlotte Hornets,125,Sacramento Kings,119,1.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,109.20%,32.70%,119.30%,38.40%
902,Los Angeles Lakers,120,Sacramento Kings,134,0.0,0.524,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,114.90%,35.50%,119.30%,38.40%
903,Utah Jazz,125,Sacramento Kings,126,0.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,115.80%,36.40%,119.30%,38.40%
904,Utah Jazz,113,Sacramento Kings,121,0.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,115.80%,36.40%,119.30%,38.40%
905,Cleveland Cavaliers,120,Sacramento Kings,127,0.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,116.60%,36.70%,119.30%,38.40%
906,Los Angeles Clippers,111,Sacramento Kings,109,1.0,0.537,112.4,112.0,0.3,100.2,17.5,0.229,0.766,0.501,0.141,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,116.40%,36.50%,119.30%,38.40%
907,Los Angeles Clippers,127,Sacramento Kings,128,0.0,0.537,112.4,112.0,0.3,100.2,17.5,0.229,0.766,0.501,0.141,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,116.40%,36.50%,119.30%,38.40%
908,Dallas Mavericks,122,Sacramento Kings,114,1.0,0.463,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,118.80%,37.60%,119.30%,38.40%
909,Dallas Mavericks,128,Sacramento Kings,133,0.0,0.463,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,118.80%,37.60%,119.30%,38.40%
910,San Antonio Spurs,112,Sacramento Kings,130,0.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,110.10%,34.40%,119.30%,38.40%
911,San Antonio Spurs,142,Sacramento Kings,134,1.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,110.10%,34.40%,119.30%,38.40%
912,Brooklyn Nets,121,Sacramento Kings,153,0.0,0.549,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,118.10%,37.40%,119.30%,38.40%
913,Boston Celtics,132,Sacramento Kings,109,1.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,118.90%,37.80%,119.30%,38.40%
914,Portland Trail Blazers,115,Sacramento Kings,108,1.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,116.80%,36.90%,119.30%,38.40%
915,Portland Trail Blazers,116,Sacramento Kings,133,0.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,116.80%,36.90%,119.30%,38.40%
916,Phoenix Suns,122,Sacramento Kings,117,1.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,113.60%,35.20%,119.30%,38.40%
917,Phoenix Suns,127,Sacramento Kings,135,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,113.60%,35.20%,119.30%,38.40%
918,Milwaukee Bucks,133,Sacramento Kings,124,1.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,115.80%,36.30%,119.30%,38.40%
919,Memphis Grizzlies,111,Portland Trail Blazers,106,1.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,112.20%,34.60%,116.80%,36.90%
920,Houston Rockets,111,Portland Trail Blazers,125,0.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,109.80%,33.00%,116.80%,36.90%
921,Houston Rockets,114,Portland Trail Blazers,131,0.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,109.80%,33.00%,116.80%,36.90%
922,Sacramento Kings,120,Portland Trail Blazers,80,0.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,119.30%,38.40%,116.80%,36.90%
923,Sacramento Kings,138,Portland Trail Blazers,114,1.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,119.30%,38.40%,116.80%,36.90%
924,Indiana Pacers,100,Portland Trail Blazers,116,0.0,0.427,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,115.30%,35.60%,116.80%,36.90%
925,Minnesota Timberwolves,118,Portland Trail Blazers,124,0.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,117.10%,37.10%,116.80%,36.90%
926,Minnesota Timberwolves,112,Portland Trail Blazers,133,0.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,117.10%,37.10%,116.80%,36.90%
